x,y
1.1297709923664123, 0.21319796954314718
1.9083969465648853, 1.203045685279188
1.1450381679389312, 1.766497461928934
1.16030534351145, 2.223350253807107
1.954198473282443, 2.969543147208122
3.5114503816793894, 3.0152284263959395
3.908396946564885, 2.7563451776649748
4.305343511450381, 2.741116751269036
3.4961832061068705, 2.253807106598985
4.65648854961832, 1.9644670050761426
4.671755725190839, 1.7208121827411174
3.8625954198473282, 0.7461928934010156
3.450381679389313, 0.5025380710659899
4.244274809160305, 0.7157360406091375
5.022900763358778, 0.7005076142131985
5.419847328244274, 0.67005076142132
5.083969465648855, 2.741116751269036
5.465648854961832, 2.741116751269036
